district,division,climate_zone,year,month,rainfall_mm,river_level_m,soil_saturation_percent,drainage_quality,district_flood_prone,flood_occurred
Kalutara,Kalutara-DS4,Wet,2020,10,163.1,2.89,55.0,Good,1,0
Galle,Galle-DS2,Wet,2020,9,533.8,3.98,80.1,Moderate,1,1
Ratnapura,Ratnapura-DS4,Wet,2009,8,258.3,3.23,51.0,Moderate,1,0
Colombo,Colombo-DS6,Wet,2020,4,506.4,3.65,68.1,Moderate,1,1
Ratnapura,Ratnapura-DS2,Wet,2009,6,422.9,3.82,61.4,Poor,1,1
Ampara,Ampara-DS3,Dry,2010,12,161.6,2.4,52.7,Good,0,0
Mullaitivu,Mullaitivu-DS5,Dry,2015,3,97.1,1.85,42.6,Moderate,0,0
Gampaha,Gampaha-DS5,Wet,2020,2,147.9,2.61,55.6,Moderate,1,1
Galle,Galle-DS4,Wet,2025,4,275.1,3.04,55.3,Moderate,1,0
Ratnapura,Ratnapura-DS2,Wet,2009,4,376.4,3.77,73.4,Good,1,1
Matale,Matale-DS3,Intermediate,2024,9,146.1,1.69,27.6,Good,0,0
Trincomalee,Trincomalee-DS1,Dry,2015,9,53.6,2.54,34.8,Good,1,0
Badulla,Badulla-DS5,Intermediate,2025,2,107.0,2.24,41.0,Moderate,0,0
Colombo,Colombo-DS5,Wet,2011,4,184.8,2.7,58.2,Moderate,1,0
Jaffna,Jaffna-DS1,Dry,2017,2,117.8,1.86,38.8,Moderate,0,1
Kalutara,Kalutara-DS5,Wet,2014,1,315.2,3.72,46.2,Moderate,1,1
Puttalam,Puttalam-DS2,Dry,2020,5,108.0,2.07,34.8,Moderate,0,0
Batticaloa,Batticaloa-DS3,Dry,2017,5,98.2,2.28,32.2,Good,1,0
Kurunegala,Kurunegala-DS3,Intermediate,2023,12,124.9,2.51,39.1,Moderate,1,0
Puttalam,Puttalam-DS4,Dry,2011,6,62.3,1.73,28.5,Moderate,0,0
Mannar,Mannar-DS2,Dry,2017,8,128.9,1.94,32.6,Good,0,0
Trincomalee,Trincomalee-DS1,Dry,2009,11,139.1,2.72,37.2,Good,1,0
Vavuniya,Vavuniya-DS4,Dry,2024,6,66.8,1.57,38.5,Moderate,0,0
Galle,Galle-DS5,Wet,2013,6,279.8,2.99,51.7,Good,1,1
Puttalam,Puttalam-DS3,Dry,2025,3,101.1,2.05,42.5,Moderate,0,0
Kurunegala,Kurunegala-DS1,Intermediate,2011,7,131.5,2.62,46.1,Moderate,1,1
Batticaloa,Batticaloa-DS3,Dry,2025,5,144.0,2.35,29.3,Poor,1,1
Anuradhapura,Anuradhapura-DS5,Dry,2015,3,84.3,2.25,36.9,Moderate,0,0
Anuradhapura,Anuradhapura-DS1,Dry,2008,10,133.5,2.36,27.5,Good,0,0
Ratnapura,Ratnapura-DS5,Wet,2021,5,251.3,3.15,48.9,Moderate,1,0
Anuradhapura,Anuradhapura-DS4,Dry,2018,1,116.4,1.86,51.7,Poor,0,0
Matara,Matara-DS5,Wet,2024,9,275.2,3.47,63.5,Good,1,1
Badulla,Badulla-DS5,Intermediate,2018,9,139.2,2.17,31.6,Good,0,0
Kegalle,Kegalle-DS1,Wet,2018,9,127.2,2.74,59.4,Poor,1,0
Colombo,Colombo-DS4,Wet,2024,8,244.3,3.12,51.0,Moderate,1,1
Jaffna,Jaffna-DS1,Dry,2013,6,90.7,1.8,29.7,Poor,0,0
Galle,Galle-DS6,Wet,2009,4,175.9,2.89,55.1,Moderate,1,0
Gampaha,Gampaha-DS3,Wet,2024,6,185.7,3.25,50.8,Moderate,1,1
Matale,Matale-DS4,Intermediate,2021,12,347.4,2.25,55.6,Poor,0,0
Gampaha,Gampaha-DS1,Wet,2022,8,367.5,3.46,59.8,Poor,1,1
Anuradhapura,Anuradhapura-DS3,Dry,2015,3,78.6,1.8,30.0,Poor,0,0
Matara,Matara-DS2,Wet,2012,2,217.9,3.27,54.9,Poor,1,1
Batticaloa,Batticaloa-DS1,Dry,2024,11,196.6,2.93,38.2,Good,1,1
Puttalam,Puttalam-DS6,Dry,2013,2,55.3,2.11,35.7,Good,0,0
Matale,Matale-DS6,Intermediate,2012,11,183.0,2.18,42.5,Moderate,0,0
Vavuniya,Vavuniya-DS2,Dry,2010,5,85.8,1.67,33.0,Moderate,0,0
Mullaitivu,Mullaitivu-DS4,Dry,2014,3,86.0,2.03,36.6,Moderate,0,0
Mannar,Mannar-DS4,Dry,2010,7,48.1,1.77,45.6,Good,0,0
Gampaha,Gampaha-DS5,Wet,2012,11,300.4,3.09,51.3,Moderate,1,0
Kurunegala,Kurunegala-DS3,Intermediate,2008,4,121.5,2.88,39.8,Good,1,0
Galle,Galle-DS5,Wet,2019,2,227.3,3.13,52.4,Moderate,1,0
Kalutara,Kalutara-DS6,Wet,2015,5,412.1,3.71,61.3,Good,1,1
Puttalam,Puttalam-DS1,Dry,2018,12,87.9,1.94,46.1,Poor,0,0
Kalutara,Kalutara-DS5,Wet,2020,8,294.4,3.51,57.6,Moderate,1,0
Colombo,Colombo-DS1,Wet,2015,4,204.7,3.01,48.4,Poor,1,0
Colombo,Colombo-DS6,Wet,2018,11,295.9,3.38,70.2,Moderate,1,1
Kalutara,Kalutara-DS2,Wet,2008,10,206.9,2.94,58.9,Good,1,0
Kalutara,Kalutara-DS4,Wet,2014,6,206.6,3.17,54.4,Poor,1,0
Puttalam,Puttalam-DS2,Dry,2017,10,85.6,1.68,44.2,Poor,0,0
Vavuniya,Vavuniya-DS1,Dry,2015,12,250.9,2.71,47.2,Moderate,0,0
Ampara,Ampara-DS6,Dry,2025,11,180.7,2.29,42.8,Good,0,0
Gampaha,Gampaha-DS3,Wet,2010,2,118.7,2.88,43.8,Poor,1,0
Kalutara,Kalutara-DS5,Wet,2011,5,350.0,3.78,62.1,Poor,1,1
Trincomalee,Trincomalee-DS4,Dry,2025,5,45.5,1.87,36.7,Poor,1,0
Mannar,Mannar-DS2,Dry,2017,12,183.6,2.21,36.5,Good,0,0
Ratnapura,Ratnapura-DS4,Wet,2011,8,157.0,2.99,38.3,Poor,1,1
Mullaitivu,Mullaitivu-DS6,Dry,2023,1,125.5,1.9,35.9,Moderate,0,0
Ampara,Ampara-DS4,Dry,2016,6,92.9,2.09,42.5,Good,0,0
Vavuniya,Vavuniya-DS5,Dry,2016,6,96.4,1.96,36.3,Moderate,0,0
Kurunegala,Kurunegala-DS4,Intermediate,2024,1,185.1,2.49,34.5,Moderate,1,0
Anuradhapura,Anuradhapura-DS4,Dry,2008,4,33.3,1.63,24.7,Good,0,0
Colombo,Colombo-DS1,Wet,2022,1,240.8,2.93,58.0,Moderate,1,0
Nuwara Eliya,Nuwara Eliya-DS4,Wet,2022,5,222.1,2.43,50.7,Moderate,0,0
Jaffna,Jaffna-DS3,Dry,2020,11,236.5,2.42,38.6,Good,0,0
Colombo,Colombo-DS1,Wet,2011,4,198.7,3.05,60.2,Moderate,1,1
Gampaha,Gampaha-DS6,Wet,2024,2,234.6,2.89,56.8,Good,1,0
Kurunegala,Kurunegala-DS2,Intermediate,2017,5,163.7,2.45,47.2,Poor,1,0
Hambantota,Hambantota-DS2,Dry,2011,9,90.6,2.18,48.8,Moderate,0,0
Mullaitivu,Mullaitivu-DS3,Dry,2024,4,74.1,1.92,34.5,Moderate,0,0
Matara,Matara-DS3,Wet,2019,5,211.9,3.28,37.6,Moderate,1,0
Mullaitivu,Mullaitivu-DS3,Dry,2011,2,52.7,1.34,32.3,Poor,0,0
Trincomalee,Trincomalee-DS4,Dry,2016,8,93.4,2.64,45.0,Moderate,1,0
Polonnaruwa,Polonnaruwa-DS4,Dry,2017,6,75.1,1.48,33.1,Good,0,0
Moneragala,Moneragala-DS5,Dry,2013,10,179.7,2.3,47.5,Moderate,0,0
Mullaitivu,Mullaitivu-DS1,Dry,2017,5,69.9,1.76,32.5,Poor,0,0
Matale,Matale-DS3,Intermediate,2009,10,110.4,1.78,36.3,Poor,0,0
Polonnaruwa,Polonnaruwa-DS3,Dry,2024,5,70.0,1.94,26.7,Good,0,0
Vavuniya,Vavuniya-DS5,Dry,2025,8,89.3,2.32,30.9,Poor,0,0
Trincomalee,Trincomalee-DS2,Dry,2014,9,64.9,2.31,36.0,Good,1,0
Batticaloa,Batticaloa-DS4,Dry,2022,6,109.7,2.37,39.5,Poor,1,0
Mannar,Mannar-DS6,Dry,2017,10,163.5,2.31,28.8,Poor,0,0
Nuwara Eliya,Nuwara Eliya-DS6,Wet,2008,11,272.7,2.6,48.8,Moderate,0,0
Mannar,Mannar-DS3,Dry,2018,9,54.7,1.76,27.6,Good,0,0
Kilinochchi,Kilinochchi-DS1,Dry,2025,1,238.4,2.64,46.9,Moderate,0,0
Kurunegala,Kurunegala-DS6,Intermediate,2010,3,420.4,3.48,56.4,Moderate,1,1
Puttalam,Puttalam-DS2,Dry,2021,11,124.3,2.23,40.9,Good,0,0
Matale,Matale-DS2,Intermediate,2020,11,212.5,2.0,45.1,Moderate,0,0
Ampara,Ampara-DS2,Dry,2024,6,81.7,1.75,32.4,Moderate,0,0
Matara,Matara-DS3,Wet,2017,8,312.7,3.42,55.4,Moderate,1,0
Kalutara,Kalutara-DS4,Wet,2017,4,325.7,3.58,58.5,Poor,1,1
Ampara,Ampara-DS5,Dry,2012,1,122.6,2.14,30.5,Good,0,0
Kegalle,Kegalle-DS6,Wet,2009,12,328.4,3.27,64.1,Moderate,1,0
Kurunegala,Kurunegala-DS5,Intermediate,2024,3,217.6,2.76,50.5,Moderate,1,0
Polonnaruwa,Polonnaruwa-DS5,Dry,2016,4,129.6,1.81,37.7,Moderate,0,0
Vavuniya,Vavuniya-DS3,Dry,2016,10,158.9,2.1,32.7,Moderate,0,0
Kurunegala,Kurunegala-DS2,Intermediate,2020,12,222.4,2.94,52.3,Good,1,0
Kalutara,Kalutara-DS5,Wet,2010,6,312.1,3.56,59.6,Moderate,1,1
Kalutara,Kalutara-DS4,Wet,2010,10,97.7,2.59,47.2,Poor,1,0
Badulla,Badulla-DS5,Intermediate,2017,11,104.7,1.83,38.0,Good,0,0
Galle,Galle-DS4,Wet,2014,12,208.3,3.06,46.0,Poor,1,0
Ratnapura,Ratnapura-DS6,Wet,2022,1,258.1,3.22,63.7,Poor,1,1
Colombo,Colombo-DS4,Wet,2015,10,368.8,3.43,60.0,Moderate,1,1
Kandy,Kandy-DS5,Wet,2017,5,447.9,3.58,62.8,Moderate,1,0
Trincomalee,Trincomalee-DS4,Dry,2014,5,103.3,2.84,27.4,Poor,1,0
Trincomalee,Trincomalee-DS4,Dry,2024,1,129.6,2.73,30.3,Poor,1,0
Vavuniya,Vavuniya-DS2,Dry,2023,4,90.8,1.93,33.9,Good,0,0
Colombo,Colombo-DS1,Wet,2022,7,249.1,3.21,63.1,Poor,1,1
Colombo,Colombo-DS6,Wet,2023,4,228.7,3.19,52.0,Poor,1,0
Mullaitivu,Mullaitivu-DS4,Dry,2009,6,93.8,1.67,43.1,Poor,0,0
Kurunegala,Kurunegala-DS1,Intermediate,2017,1,226.9,2.98,57.8,Moderate,1,1
Hambantota,Hambantota-DS3,Dry,2020,3,82.8,1.97,30.3,Moderate,0,0
Kilinochchi,Kilinochchi-DS5,Dry,2021,8,42.2,1.71,31.3,Moderate,0,0
Nuwara Eliya,Nuwara Eliya-DS6,Wet,2017,10,374.0,3.6,52.6,Moderate,0,1
Kegalle,Kegalle-DS5,Wet,2023,5,232.8,3.1,52.2,Moderate,1,1
Mullaitivu,Mullaitivu-DS5,Dry,2022,9,135.0,1.72,25.2,Moderate,0,0
Jaffna,Jaffna-DS2,Dry,2010,12,92.2,1.89,33.7,Moderate,0,0
Kurunegala,Kurunegala-DS6,Intermediate,2011,2,262.5,3.18,50.8,Moderate,1,1
Kalutara,Kalutara-DS3,Wet,2015,8,271.0,3.45,56.0,Poor,1,1
Moneragala,Moneragala-DS2,Dry,2013,7,70.1,2.06,37.2,Moderate,0,0
Kilinochchi,Kilinochchi-DS2,Dry,2014,12,97.3,1.84,34.3,Moderate,0,0
Puttalam,Puttalam-DS6,Dry,2012,9,82.8,2.3,32.1,Moderate,0,0
Galle,Galle-DS2,Wet,2014,9,209.6,3.1,54.7,Moderate,1,0
Anuradhapura,Anuradhapura-DS1,Dry,2008,4,69.6,1.83,16.4,Poor,0,0
Ratnapura,Ratnapura-DS1,Wet,2010,2,156.2,2.96,43.0,Moderate,1,0
Gampaha,Gampaha-DS1,Wet,2008,11,273.7,3.02,62.0,Moderate,1,1
Kegalle,Kegalle-DS3,Wet,2023,6,264.9,2.88,60.1,Moderate,1,0
Matale,Matale-DS3,Intermediate,2014,2,272.1,2.15,42.8,Moderate,0,0
Kilinochchi,Kilinochchi-DS1,Dry,2009,11,178.3,1.8,31.6,Moderate,0,0
Hambantota,Hambantota-DS2,Dry,2008,8,81.6,2.08,33.0,Moderate,0,0
Batticaloa,Batticaloa-DS5,Dry,2017,10,77.0,2.41,26.7,Good,1,0
Colombo,Colombo-DS2,Wet,2014,8,169.2,2.9,60.1,Moderate,1,0
Kilinochchi,Kilinochchi-DS2,Dry,2014,3,50.4,1.62,28.2,Poor,0,0
Batticaloa,Batticaloa-DS1,Dry,2008,10,120.2,2.47,46.4,Moderate,1,0
Badulla,Badulla-DS6,Intermediate,2017,11,108.7,2.1,44.7,Moderate,0,0
Jaffna,Jaffna-DS4,Dry,2011,12,130.1,2.04,35.2,Good,0,0
Batticaloa,Batticaloa-DS4,Dry,2012,3,102.4,2.53,39.6,Poor,1,0
Matale,Matale-DS5,Intermediate,2020,6,118.3,1.77,41.7,Moderate,0,0
Matale,Matale-DS2,Intermediate,2008,1,115.3,1.73,31.4,Moderate,0,0
Ampara,Ampara-DS2,Dry,2021,10,241.8,2.46,38.3,Poor,0,0
Jaffna,Jaffna-DS4,Dry,2015,11,150.1,2.37,35.4,Good,0,0
Ratnapura,Ratnapura-DS3,Wet,2022,6,144.1,3.23,44.9,Moderate,1,0
Kilinochchi,Kilinochchi-DS1,Dry,2014,3,65.1,1.48,39.4,Moderate,0,0
Galle,Galle-DS2,Wet,2022,1,223.6,3.05,53.0,Poor,1,1
Batticaloa,Batticaloa-DS2,Dry,2015,11,148.2,2.4,39.3,Moderate,1,1
Mullaitivu,Mullaitivu-DS3,Dry,2010,9,58.4,1.57,50.1,Moderate,0,0
Badulla,Badulla-DS4,Intermediate,2017,6,149.7,1.77,34.4,Poor,0,0
Colombo,Colombo-DS6,Wet,2020,2,190.7,2.61,44.3,Moderate,1,0
Anuradhapura,Anuradhapura-DS4,Dry,2011,2,93.9,2.35,45.4,Moderate,0,0
Mannar,Mannar-DS6,Dry,2015,1,136.1,2.34,44.6,Moderate,0,0
Ampara,Ampara-DS2,Dry,2016,7,52.9,1.54,34.9,Poor,0,0
Badulla,Badulla-DS1,Intermediate,2023,8,164.3,2.33,36.1,Good,0,0
Hambantota,Hambantota-DS3,Dry,2012,12,150.6,2.22,35.0,Good,0,1
Puttalam,Puttalam-DS6,Dry,2012,7,63.0,1.88,30.7,Moderate,0,0
Nuwara Eliya,Nuwara Eliya-DS5,Wet,2016,4,308.3,3.06,56.5,Moderate,0,0
Kalutara,Kalutara-DS2,Wet,2018,12,225.2,3.69,55.1,Poor,1,0
Puttalam,Puttalam-DS4,Dry,2023,10,150.7,2.37,43.5,Moderate,0,0
Badulla,Badulla-DS1,Intermediate,2019,3,191.5,2.12,53.9,Poor,0,0
Colombo,Colombo-DS4,Wet,2021,7,284.2,3.34,53.8,Moderate,1,1
Jaffna,Jaffna-DS2,Dry,2017,10,190.6,1.98,39.3,Good,0,0
Gampaha,Gampaha-DS4,Wet,2025,12,325.0,3.57,63.4,Good,1,0
Badulla,Badulla-DS3,Intermediate,2020,8,156.2,1.83,43.5,Good,0,0
Batticaloa,Batticaloa-DS3,Dry,2022,6,69.4,1.9,28.9,Poor,1,0
Galle,Galle-DS4,Wet,2020,12,259.9,3.17,75.8,Moderate,1,0
Kilinochchi,Kilinochchi-DS5,Dry,2024,6,117.8,2.0,42.4,Moderate,0,0
Ratnapura,Ratnapura-DS1,Wet,2011,2,311.7,3.79,57.2,Moderate,1,0
Batticaloa,Batticaloa-DS4,Dry,2017,1,191.6,2.61,49.8,Moderate,1,0
Matara,Matara-DS6,Wet,2023,4,442.1,3.66,70.0,Poor,1,0
Vavuniya,Vavuniya-DS6,Dry,2020,10,320.1,2.49,47.0,Good,0,1
Nuwara Eliya,Nuwara Eliya-DS4,Wet,2021,7,344.5,3.24,45.8,Moderate,0,1
Ampara,Ampara-DS5,Dry,2024,7,76.1,1.57,29.3,Poor,0,1
Kilinochchi,Kilinochchi-DS5,Dry,2019,1,109.4,1.84,28.8,Moderate,0,0
Mullaitivu,Mullaitivu-DS1,Dry,2016,4,105.4,1.72,27.1,Good,0,0
Matara,Matara-DS4,Wet,2012,6,456.7,3.97,72.7,Moderate,1,0
Batticaloa,Batticaloa-DS2,Dry,2014,7,65.5,2.25,38.0,Poor,1,1
Nuwara Eliya,Nuwara Eliya-DS4,Wet,2013,12,185.0,2.47,39.3,Good,0,0
Polonnaruwa,Polonnaruwa-DS6,Dry,2008,3,73.9,1.6,32.4,Moderate,0,0
Ampara,Ampara-DS3,Dry,2025,4,92.1,2.01,38.2,Good,0,0
Anuradhapura,Anuradhapura-DS1,Dry,2019,1,73.8,1.97,27.3,Moderate,0,0
Mannar,Mannar-DS4,Dry,2012,9,52.6,1.89,33.8,Moderate,0,0
Batticaloa,Batticaloa-DS2,Dry,2010,7,86.5,2.22,33.8,Moderate,1,0
Colombo,Colombo-DS3,Wet,2025,9,238.8,3.12,53.6,Moderate,1,1
Ampara,Ampara-DS2,Dry,2008,4,112.3,1.92,38.5,Good,0,0
Badulla,Badulla-DS3,Intermediate,2012,4,247.3,2.46,49.7,Moderate,0,0
Matale,Matale-DS3,Intermediate,2009,11,111.3,1.86,34.8,Poor,0,0
Colombo,Colombo-DS6,Wet,2024,9,213.0,3.11,47.3,Moderate,1,1
Anuradhapura,Anuradhapura-DS5,Dry,2012,5,63.0,1.8,37.9,Good,0,0
Ratnapura,Ratnapura-DS4,Wet,2018,4,119.1,2.73,53.7,Moderate,1,1
Polonnaruwa,Polonnaruwa-DS2,Dry,2014,7,79.1,2.09,40.5,Good,0,0
Kandy,Kandy-DS5,Wet,2020,11,158.9,2.76,46.1,Poor,1,1
Gampaha,Gampaha-DS2,Wet,2014,12,364.9,3.82,56.5,Moderate,1,1
Matara,Matara-DS4,Wet,2024,9,275.0,3.37,57.3,Moderate,1,0
Trincomalee,Trincomalee-DS1,Dry,2024,9,50.6,2.4,31.6,Good,1,0
Gampaha,Gampaha-DS6,Wet,2021,9,186.0,2.94,47.6,Poor,1,0
Gampaha,Gampaha-DS2,Wet,2016,3,402.4,3.64,60.8,Poor,1,1
Mannar,Mannar-DS5,Dry,2014,9,73.7,1.67,43.4,Good,0,0
Polonnaruwa,Polonnaruwa-DS3,Dry,2016,1,116.3,1.59,40.1,Moderate,0,0
Kilinochchi,Kilinochchi-DS3,Dry,2016,5,77.0,1.43,39.9,Poor,0,0
Anuradhapura,Anuradhapura-DS5,Dry,2020,9,37.5,1.33,24.7,Moderate,0,0
Badulla,Badulla-DS5,Intermediate,2008,9,216.6,2.1,42.5,Moderate,0,0
Galle,Galle-DS4,Wet,2025,2,123.9,2.62,43.2,Moderate,1,0
Batticaloa,Batticaloa-DS1,Dry,2016,4,154.8,2.64,43.6,Poor,1,0
Jaffna,Jaffna-DS4,Dry,2022,11,126.1,2.25,34.5,Moderate,0,0
Kalutara,Kalutara-DS3,Wet,2017,7,389.0,3.99,64.7,Poor,1,1
Mannar,Mannar-DS3,Dry,2016,11,145.5,2.02,45.2,Moderate,0,1
Trincomalee,Trincomalee-DS2,Dry,2022,8,60.5,2.26,32.7,Moderate,1,0
Kurunegala,Kurunegala-DS3,Intermediate,2025,11,311.6,3.39,46.2,Poor,1,0
Mullaitivu,Mullaitivu-DS2,Dry,2014,2,98.2,1.72,35.5,Moderate,0,0
Colombo,Colombo-DS1,Wet,2023,1,181.0,2.84,56.6,Good,1,0
Kegalle,Kegalle-DS2,Wet,2023,12,349.0,3.42,61.5,Moderate,1,1
Batticaloa,Batticaloa-DS4,Dry,2022,7,73.1,1.93,38.0,Poor,1,1
Kegalle,Kegalle-DS2,Wet,2013,5,332.1,2.97,71.4,Good,1,0
Batticaloa,Batticaloa-DS5,Dry,2013,2,143.0,2.59,42.5,Moderate,1,1
Hambantota,Hambantota-DS4,Dry,2014,3,129.0,2.08,41.5,Poor,0,0
Kandy,Kandy-DS3,Wet,2023,12,204.1,2.52,43.5,Poor,1,0
Puttalam,Puttalam-DS5,Dry,2009,3,37.0,2.08,21.5,Moderate,0,0
Kilinochchi,Kilinochchi-DS4,Dry,2021,1,111.4,1.86,39.1,Poor,0,0
Mullaitivu,Mullaitivu-DS3,Dry,2010,10,162.1,2.01,30.9,Moderate,0,0
Kilinochchi,Kilinochchi-DS2,Dry,2017,2,73.0,1.76,22.8,Moderate,0,0
Nuwara Eliya,Nuwara Eliya-DS1,Wet,2018,2,165.2,2.2,36.7,Good,0,0
Kilinochchi,Kilinochchi-DS2,Dry,2018,9,76.4,1.74,35.4,Poor,0,0
Kilinochchi,Kilinochchi-DS5,Dry,2018,5,93.0,2.29,33.1,Poor,0,0
Jaffna,Jaffna-DS1,Dry,2011,11,84.5,2.27,41.8,Moderate,0,0
Galle,Galle-DS4,Wet,2025,3,263.5,3.58,46.8,Good,1,0
Matara,Matara-DS5,Wet,2013,11,234.1,2.83,46.2,Good,1,0
Matale,Matale-DS3,Intermediate,2018,4,69.2,1.64,37.8,Moderate,0,0
Ratnapura,Ratnapura-DS5,Wet,2025,2,287.1,3.48,63.5,Poor,1,1
Ampara,Ampara-DS4,Dry,2008,4,62.2,1.78,31.4,Poor,0,0
Gampaha,Gampaha-DS2,Wet,2008,8,348.4,3.73,58.5,Moderate,1,1
Kandy,Kandy-DS4,Wet,2021,8,422.8,3.75,65.8,Moderate,1,1
Ratnapura,Ratnapura-DS4,Wet,2010,1,140.5,2.87,37.9,Moderate,1,0
Vavuniya,Vavuniya-DS2,Dry,2021,12,262.5,2.54,58.8,Poor,0,1
Hambantota,Hambantota-DS2,Dry,2022,1,163.0,2.18,37.7,Good,0,0
Mannar,Mannar-DS4,Dry,2011,12,142.5,1.79,27.2,Good,0,0
Galle,Galle-DS5,Wet,2015,9,252.5,2.69,52.4,Poor,1,0
Kalutara,Kalutara-DS5,Wet,2023,3,169.2,2.9,47.6,Moderate,1,0
Mullaitivu,Mullaitivu-DS3,Dry,2022,4,110.2,2.25,30.8,Moderate,0,0
Kalutara,Kalutara-DS3,Wet,2017,9,293.9,3.68,53.3,Moderate,1,1
Ampara,Ampara-DS2,Dry,2019,7,63.1,1.63,26.2,Good,0,0
Kilinochchi,Kilinochchi-DS2,Dry,2016,5,51.3,1.8,38.4,Poor,0,0
Kurunegala,Kurunegala-DS3,Intermediate,2015,5,239.8,2.84,58.5,Moderate,1,1
Galle,Galle-DS6,Wet,2016,9,841.6,5.22,99.0,Moderate,1,1
Badulla,Badulla-DS3,Intermediate,2013,1,123.4,1.95,40.6,Moderate,0,0
Matara,Matara-DS1,Wet,2024,1,272.8,3.34,60.6,Moderate,1,0
Mullaitivu,Mullaitivu-DS6,Dry,2024,5,128.5,1.69,32.4,Good,0,0
Vavuniya,Vavuniya-DS4,Dry,2014,11,80.4,1.65,25.5,Good,0,0
Puttalam,Puttalam-DS5,Dry,2017,8,38.7,1.8,38.3,Poor,0,0
Moneragala,Moneragala-DS1,Dry,2012,3,80.2,1.86,26.6,Moderate,0,0
Nuwara Eliya,Nuwara Eliya-DS4,Wet,2019,9,215.0,2.74,47.0,Moderate,0,0
Ratnapura,Ratnapura-DS6,Wet,2011,10,477.7,4.14,73.0,Poor,1,1
Hambantota,Hambantota-DS3,Dry,2020,11,294.8,2.82,53.8,Moderate,0,0
Ampara,Ampara-DS2,Dry,2013,12,212.7,1.98,54.1,Good,0,0
Gampaha,Gampaha-DS6,Wet,2021,12,334.0,2.96,59.1,Moderate,1,0
Moneragala,Moneragala-DS5,Dry,2013,5,124.7,2.15,43.1,Poor,0,0
Anuradhapura,Anuradhapura-DS5,Dry,2011,2,84.7,1.71,23.5,Poor,0,0
Moneragala,Moneragala-DS1,Dry,2018,5,71.9,1.91,32.9,Moderate,0,0
Mullaitivu,Mullaitivu-DS1,Dry,2010,4,66.1,1.5,37.5,Good,0,0
Nuwara Eliya,Nuwara Eliya-DS4,Wet,2010,4,148.6,2.26,37.6,Good,0,0
Galle,Galle-DS2,Wet,2010,6,346.9,3.15,66.9,Poor,1,1
Badulla,Badulla-DS2,Intermediate,2024,1,167.7,2.41,26.1,Good,0,1
Batticaloa,Batticaloa-DS2,Dry,2013,4,85.8,2.11,45.8,Moderate,1,0
Jaffna,Jaffna-DS4,Dry,2020,8,97.0,2.03,31.3,Good,0,0
Matale,Matale-DS3,Intermediate,2014,8,222.6,2.0,42.9,Poor,0,1
Batticaloa,Batticaloa-DS4,Dry,2011,8,117.5,2.47,42.5,Good,1,0
Mullaitivu,Mullaitivu-DS5,Dry,2010,12,201.1,2.01,51.6,Good,0,0
Galle,Galle-DS6,Wet,2016,2,197.8,2.85,42.3,Moderate,1,1
Matale,Matale-DS4,Intermediate,2017,6,118.6,1.96,45.5,Good,0,0
Colombo,Colombo-DS5,Wet,2022,3,286.3,3.01,71.1,Good,1,0
Polonnaruwa,Polonnaruwa-DS1,Dry,2019,9,64.3,1.94,39.5,Good,0,0
Anuradhapura,Anuradhapura-DS6,Dry,2022,2,76.1,1.67,31.1,Poor,0,0
Mannar,Mannar-DS2,Dry,2012,2,77.5,1.98,37.3,Moderate,0,0
Jaffna,Jaffna-DS2,Dry,2016,7,75.4,1.8,35.9,Moderate,0,0
Kurunegala,Kurunegala-DS5,Intermediate,2010,9,232.9,2.6,56.3,Moderate,1,1
Batticaloa,Batticaloa-DS4,Dry,2010,4,77.1,2.34,41.0,Good,1,0
Badulla,Badulla-DS4,Intermediate,2020,7,140.9,2.05,30.8,Poor,0,0
Batticaloa,Batticaloa-DS2,Dry,2017,1,179.4,2.38,39.3,Moderate,1,0
Moneragala,Moneragala-DS1,Dry,2015,4,66.5,1.62,29.0,Good,0,0
Ratnapura,Ratnapura-DS1,Wet,2025,12,189.3,3.24,54.7,Moderate,1,1
Matale,Matale-DS2,Intermediate,2019,7,172.3,1.97,41.9,Moderate,0,0
Gampaha,Gampaha-DS1,Wet,2025,10,136.3,2.71,50.5,Poor,1,0
Kurunegala,Kurunegala-DS1,Intermediate,2017,12,278.5,3.27,50.4,Good,1,0
Gampaha,Gampaha-DS2,Wet,2025,11,169.0,2.7,53.4,Good,1,0
Anuradhapura,Anuradhapura-DS3,Dry,2014,8,75.4,1.81,23.5,Good,0,0
Ratnapura,Ratnapura-DS4,Wet,2016,10,428.1,3.87,68.9,Good,1,0
Hambantota,Hambantota-DS1,Dry,2021,4,114.0,2.18,37.9,Moderate,0,0
Galle,Galle-DS2,Wet,2013,5,891.4,5.23,100.0,Good,1,1
Trincomalee,Trincomalee-DS2,Dry,2018,10,127.4,2.74,39.3,Poor,1,1
Polonnaruwa,Polonnaruwa-DS5,Dry,2017,8,90.6,1.82,30.4,Poor,0,0
Kurunegala,Kurunegala-DS2,Intermediate,2025,2,128.5,2.84,38.4,Moderate,1,0
Colombo,Colombo-DS6,Wet,2017,10,271.6,3.1,68.1,Poor,1,0
Mannar,Mannar-DS1,Dry,2019,2,44.2,1.97,26.6,Poor,0,0
Moneragala,Moneragala-DS1,Dry,2020,4,194.0,2.11,35.0,Poor,0,0
Matara,Matara-DS3,Wet,2020,2,185.0,3.23,48.4,Moderate,1,1
Hambantota,Hambantota-DS2,Dry,2012,12,283.1,2.83,49.9,Good,0,0
